cruise,cast,niskin,niskin_other_method,station,nearest_station,distance,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,light_level,size_fraction,Chla,Chlad10,Chlau10,Chlad10per,Chlau10per,duration_incubation,dilution,mu0,mu0_std,g,g_std,muN,muN_std
en608,1',11-12-13-14',NA',L1,,NaN,2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.19641,-70.877725,2.84375,2.3088,1,5.0187593220339,1.22481221649958,15%,>0&<200,6.72259857000528,0.959874394889527,5.76272417511575,0.142783238489395,0.857216761510605,1.02083333337214,0.204862907397827,0.124751888161753,0.0937377961319569,0.237276027992841,0.0650019579611513,NaN,NaN
en608,1',11-12-13-14',NA',L1,,NaN,2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.19641,-70.877725,2.84375,2.3088,1,5.0187593220339,1.22481221649958,65%,>0&<10,6.72259857000528,0.959874394889527,5.76272417511575,0.142783238489395,0.857216761510605,1.02083333337214,0.204862907397827,NaN,NaN,-0.706548943375396,0,1.30232384251404,0
en608,1',11-12-13-14',NA',L1,,NaN,2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.19641,-70.877725,2.84375,2.3088,1,5.0187593220339,1.22481221649958,65%,>0&<200,6.72259857000528,0.959874394889527,5.76272417511575,0.142783238489395,0.857216761510605,1.02083333337214,0.204862907397827,0.167191030596399,0.203692124905036,0.431039678609285,0.113222358849614,NaN,NaN
en608,1',11-12-13-14',NA',L1,,NaN,2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.19641,-70.877725,2.84375,2.3088,1,5.0187593220339,1.22481221649958,65%,>10&<200,6.72259857000528,0.959874394889527,5.76272417511575,0.142783238489395,0.857216761510605,1.02083333337214,0.204862907397827,NaN,NaN,0.312564915369726,0.132739944617906,0.383636544742173,0.0603915109034975
en608,15',22-23-24',NA',L8,,NaN,2018-02-02 19:23:45+00:00,2018-02-02 20:50:00+00:00,2018-02-03 21:00:00+00:00,40.1199533333333,-70.8063166666667,6.107,8.50726666666667,1,8.97120618556701,1.34580723068666,15%,>0&<200,2.35099670632362,0.382558635644377,1.96843807067925,0.162721893491124,0.837278106508876,1.00694444449618,0.155473372781065,0.54907798205037,0.057922098312922,0.359449761118935,0.0362836758012333,NaN,NaN
en608,15',22-23-24',NA',L8,,NaN,2018-02-02 19:23:45+00:00,2018-02-02 20:50:00+00:00,2018-02-03 21:00:00+00:00,40.1199533333333,-70.8063166666667,6.107,8.50726666666667,1,8.97120618556701,1.34580723068666,65%,>0&<10,2.35099670632362,0.382558635644377,1.96843807067925,0.162721893491124,0.837278106508876,1.00694444449618,0.155473372781065,NaN,NaN,NaN,NaN,NaN,NaN
en608,15',22-23-24',NA',L8,,NaN,2018-02-02 19:23:45+00:00,2018-02-02 20:50:00+00:00,2018-02-03 21:00:00+00:00,40.1199533333333,-70.8063166666667,6.107,8.50726666666667,1,8.97120618556701,1.34580723068666,65%,>0&<200,2.35099670632362,0.382558635644377,1.96843807067925,0.162721893491124,0.837278106508876,1.00694444449618,0.155473372781065,0.592966643779941,0.10155710649151,0.469457765713262,0.0632251078370283,NaN,NaN
en608,15',22-23-24',NA',L8,,NaN,2018-02-02 19:23:45+00:00,2018-02-02 20:50:00+00:00,2018-02-03 21:00:00+00:00,40.1199533333333,-70.8063166666667,6.107,8.50726666666667,1,8.97120618556701,1.34580723068666,65%,>10&<200,2.35099670632362,0.382558635644377,1.96843807067925,0.162721893491124,0.837278106508876,1.00694444449618,0.155473372781065,NaN,NaN,0.367591862950122,0.0641945122632985,0.45989143310501,0.0657387077094743
en608,19',11-12',NA',L11,,NaN,2018-02-03 18:14:34+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.764,-70.88919,54.507,10.03115,1,6.9678892733564,1.51818057964765,5%,>0&<200,1.54066795991326,NaN,NaN,NaN,NaN,1,0.258352144469526,0.203149419087895,0.0562262558189114,0,0,0.326360297262004,0.0636135260880603
en608,19',15',NA',L11,,NaN,2018-02-03 18:17:18+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.76352,-70.8898,24.829,9.9033,1,6.9678892733564,1.51818057964765,5%,>0&<200,1.66239116216374,NaN,NaN,NaN,NaN,1,0.220292887029289,0.286114157599128,0.0822129900536691,0,0,NaN,NaN
en608,19',21-22-23',NA',L11,,NaN,2018-02-03 18:20:36+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.7631466666667,-70.8897933333333,4.06,9.88503333333333,1,6.9678892733564,1.51818057964765,5%,>0&<200,1.89888195510755,0.6536535960851,1.24522835902245,0.34423076923077,0.65576923076923,1,0.174423076923077,0.512657947842045,0.0489654314266454,0.358589626560416,0.0326309929827275,NaN,NaN
en608,19',21-22-23',NA',L11,,NaN,2018-02-03 18:20:36+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.7631466666667,-70.8897933333333,4.06,9.88503333333333,1,6.9678892733564,1.51818057964765,65%,>0&<10,1.89888195510755,0.6536535960851,1.24522835902245,0.34423076923077,0.65576923076923,1,0.174423076923077,NaN,NaN,NaN,NaN,NaN,NaN
en608,19',21-22-23',NA',L11,,NaN,2018-02-03 18:20:36+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.7631466666667,-70.8897933333333,4.06,9.88503333333333,1,6.9678892733564,1.51818057964765,65%,>0&<200,1.89888195510755,0.6536535960851,1.24522835902245,0.34423076923077,0.65576923076923,1,0.174423076923077,0.388348672490405,0.0730968119769415,0.224493542747359,0.0479039098388314,NaN,NaN
