cruise,cast,niskin,niskin_other_method,nearest_station,distance,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,light_level,size_fraction,replicate_bottle,replicate_chl,Chla,Chlad10,Chlau10,Chlad10per,Chlau10per,duration_incubation,dilution,k_dil,k_wsw_NoN,k_wsw_N
en655,1',19-20-21',NA',,NaN,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,22.0839333333333,1,25.190553633218,2.03180160153041,15%,>0&<200,a,a,0.483723992624125,0.396319616959663,0.0874043756644617,0.81930940578261,0.18069059421739,1,0.252388145437525,NaN,0.608463697511451,0.937055288005492
en655,1',19-20-21',NA',,NaN,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,22.0839333333333,1,25.190553633218,2.03180160153041,15%,>0&<200,a,b,0.483723992624125,0.396319616959663,0.0874043756644617,0.81930940578261,0.18069059421739,1,0.252388145437525,NaN,0.608463697511451,0.875165519249988
en655,1',19-20-21',NA',,NaN,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,22.0839333333333,1,25.190553633218,2.03180160153041,15%,>0&<200,a,c,0.483723992624125,0.396319616959663,0.0874043756644617,0.81930940578261,0.18069059421739,1,0.252388145437525,0.555404188364216,0.551286895403217,0.981081864551035
en655,1',19-20-21',NA',,NaN,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,22.0839333333333,1,25.190553633218,2.03180160153041,15%,>0&<200,b,a,0.483723992624125,0.396319616959663,0.0874043756644617,0.81930940578261,0.18069059421739,1,0.252388145437525,0.620024334381095,0.374766580397045,1.00939165066904
en655,1',19-20-21',NA',,NaN,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,22.0839333333333,1,25.190553633218,2.03180160153041,15%,>0&<200,b,b,0.483723992624125,0.396319616959663,0.0874043756644617,0.81930940578261,0.18069059421739,1,0.252388145437525,0.685828888205264,NaN,0.942043949170811
en655,1',19-20-21',NA',,NaN,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,22.0839333333333,1,25.190553633218,2.03180160153041,15%,>0&<200,b,c,0.483723992624125,0.396319616959663,0.0874043756644617,0.81930940578261,0.18069059421739,1,0.252388145437525,NaN,0.442615071005191,0.995336934763593
en655,1',19-20-21',NA',,NaN,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,22.0839333333333,1,25.190553633218,2.03180160153041,15%,>10&<200,a,a,0.483723992624125,0.396319616959663,0.0874043756644617,0.81930940578261,0.18069059421739,1,0.252388145437525,0.921580926256303,0.785691907447404,1.36189091547688
en655,1',19-20-21',NA',,NaN,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,22.0839333333333,1,25.190553633218,2.03180160153041,15%,>10&<200,a,b,0.483723992624125,0.396319616959663,0.0874043756644617,0.81930940578261,0.18069059421739,1,0.252388145437525,1.04958808775384,0.636653453199406,1.35826476700169
en655,1',19-20-21',NA',,NaN,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,22.0839333333333,1,25.190553633218,2.03180160153041,15%,>10&<200,a,c,0.483723992624125,0.396319616959663,0.0874043756644617,0.81930940578261,0.18069059421739,1,0.252388145437525,1.13336284714352,0.558959570249524,1.31937457773177
en655,1',19-20-21',NA',,NaN,2020-07-25 15:58:10+00:00,2020-07-25 16:50:00+00:00,2020-07-26 16:50:00+00:00,41.20243,-70.88045,2.329,22.0839333333333,1,25.190553633218,2.03180160153041,15%,>10&<200,b,a,0.483723992624125,0.396319616959663,0.0874043756644617,0.81930940578261,0.18069059421739,1,0.252388145437525,NaN,0.75296111792726,1.11008513752616
